,Relation Type,E1,E2,FACT
1236,喜欢,程心,云天明,“又在想他呀！”AA扳着程心的双肩说，“就算云天明当时没有飞向太空，和你在一起，你们孙子的孙子现在也进坟墓了。这是全新的时代，全新的生活，与过去全无关系的！”程心努力使自己这样想，并努力使思绪返回现实。
1237,亲人,梁亦清,白氏,梁亦清年过四十，膝下无子，妻子白氏只给他生了两个女儿。
1238,同级同伴,将军,博士,"将军摇摇头，“精度不够！你以为那是大气层内地球空军的空中搜索吗？稍微一点点的轨道误差就有几十万甚至上百万公里，在那么大的空间范围内，一个这么小这么暗的东西，跟踪飞船很难找到目标……唉，总得想出些办法呀？”
 
 “我们能有什么办法？让舰队去想吧。”
 
 将军又变得强硬起来：“博士，你要对目前的局面有一个正确的理解：虽然这件事我们没有责任，但媒体不管这个，林格-斐兹罗系统毕竟是负责对探测器进行深空跟踪的，到最后相当一部分脏水还得泼到我们头上。”"
1239,亲人,贾蓉,贾蔷,原来这人名唤贾蔷，亦系宁府中之正派玄孙，父母早亡，从小儿跟著贾珍过活。如今长了十六岁，比贾蓉生得还风流俊俏。他兄弟二人最相亲厚，常共起居。
1240,上下级,程心,AA,"AA停下操作，转身面对程心，“那样，过不久，我们、人群和地球就要一起变成碎片，在这些碎片中，你能分清哪些是高尚的，哪些是卑鄙的？”
 
 “至少现在，道德底线还在。我是星环公司的总裁，这架穿梭机的所有权是星环公司的，你也是公司的员工，我有权做这个决定。”
 
 AA与程心对视良久，然后点点头，伸手关闭了操作窗口，接着又关上了所有的信息窗口，把这里与外面狂躁的世界隔绝了。"
1241,上下级,程心,维德,"“再考虑一下吧。”维德说。
 
 “不需要考虑。”程心的声音异常决绝，“我再说一遍最后的决定：停止抵抗，交出星环城中的所有反物质。”
 
 维德抬头看着程心，目光中又露出了那种罕见的无助和乞求，他一字一顿地说：“失去人性，失去很多；失去兽性，失去一切。”
 
 “我选择人性。”程心说，环视所有人，“我想你们也是。”"
1242,喜欢,萧炎,小医仙,"听得萧炎的话，小医仙轻咬着嘴唇，旋即轻声道：“有些事，总是会变的，当年那样，并不适合我。”

    “但我很喜欢。”萧炎随意的笑道。"
1243,上下级,萧炎,药老,望着药老那一脸欣慰之余的开心笑容，萧炎也是微微一笑，缓缓转过头，目光眺望向遥远的南方，在那个方向万里之遥外的地方，有着一个帝国，叫做加玛帝国，里面有着一个宗门，叫做，云岚宗!
1244,同一人,史强,大史,罗辑这时才意识到，在这之前他一直避免和自己对视。他还发现，史强这时也像变了一个人，他那无时不在的调侃的傻笑不见了，代之以一脸庄严，并以他少见的姿势立正站着，看着坎特。这时罗辑知道大史以前说的是真话：他真的不知道送罗辑来干什么。
1245,亲人,奥立佛,亨特太太,“奥立佛！”一声撕裂肺腑的惨叫，亨特太太昏倒在儿子的胸膛上！
1246,上下级,楚雁潮,郑晓京,楚雁潮又是一阵激动。他确信，郑晓京是代表着党组织来关怀他这个徘徊在党的门外的青年；那么，他现在所面对就不是自己的学生
1247,同级同伴,章北海,吴岳,章北海笑笑说，仍然是那种让吴岳看不懂的笑，但他可以肯定这微笑是发自内心的，既然发自内心的东西都看不懂，那就根本没希望懂得他这个人了。成功的合作不等于成功的了解。
1248,上下级,联合国秘书长,罗辑,"罗辑坐到沙地上，他的情绪飞快地跌到了谷底。“做什么，好像什么也做不了。”
 
 “至少你可以把想法向上面反映一下。”
 
 “我不知道有没有用，但试试吧，就算是尽到面壁者的责任。”
 
 “需要找哪一级？”
 
 “最高层。联合国秘书长，或者舰队联席会议主席。”
 
 “这怕是不容易，咱们现在都是老百姓……不过总得试试吧，你只能……嗯，先去市政府，找市长。”"
1249,亲人,凤霞,我,这时我女儿凤霞推门进来，又摇摇晃晃地把门关上。
1250,对立,萧炎,云棱,“晚了！凭他的速度，躲不开的！哈哈！”云棱狂笑道，袖袍猛然挥动，螺旋球闪烁般的到达那脸庞大变的萧炎面前，携带着恐怖劲气，狠狠砸去。
1251,亲人,叶哲泰,绍琳,“叶哲泰！”绍琳指着丈夫喝道。
1252,亲人,有庆,我,要埋有庆了，我又舍不得。我坐在爹娘的坟前，把儿子抱着不肯松手，我让他的脸贴在我脖子上，有庆的脸像是冻坏了，冷冰冰地压在我脖子上。夜里的风把头顶的树叶吹得哗啦哗啦响，有庆的身体也被露水打湿了。我一遍遍想着他中午上学时跑去的情形，书包在他背后一甩一甩的。
1253,亲人,李纨,惜春,原来近日贾母说孙女们太多，一处挤著倒不便，只留宝玉黛玉二人在这边解闷，却将迎春、探春、惜春三人移到王夫人这边房后三间抱厦内居住，令李纨陪伴照管。
1254,同级同伴,伽尔宁,罗辑,"本届PDC的轮值主席是一名叫伽尔宁的俄罗斯人，一个身材魁梧的白胡子老头。PDC主席的办公室比秘书长的低了一层。当罗辑进去时，他正在打发刚来的几个人，这些人中有一半是穿军装的。
 
 “啊，您好，罗辑博士，听说您有些小麻烦，我就没有急着与您联系。”
 
 “另外三个面壁者在做什么？”
 
 “他们都在忙着组建自己的参谋部，我劝您也尽快着手这个工作，在开始阶段，我会派一批顾问协助您。”
 
 “我不需要什么参谋部。”
 
 “啊，如果您觉得这样更好的话……如果您需要，随时可以组建。”"
1255,喜欢,萧炎,小医仙,"一旁盘坐在一处宽大石墩上修炼的萧炎，也是在此刻睁开双眼，望着小医仙，笑了笑，道。

    小医仙微微一笑，站起身来，身体上的黑袍便是滑落而下，见状，她身体微顿，蹲下身来捡起黑袍，玉手轻抚黑袍，灰紫色的双眸中，掠过许些温柔之色。"
1256,上下级,严教授,楚雁潮,他希望这样能为老师挤出在晚年愈加珍贵的时间，再留下一些译著。但现在严教授已经力不从心，年迈多病，视力衰退，连看书写字都很困难。刚才楚雁潮去看望他，他就连连哀叹：“唉！人生苦短，我恐怕连秉烛夜游都来不及了……”
1257,亲人,我,有庆,"有庆点点头，有庆是长大了，他比过去懂事多了。要是早上几年，他准得又哭又闹。我们从羊棚里走出来时，有庆拉了拉我的衣服，可怜巴巴地说：
　　""爹，你别把它卖给宰羊的好吗？"""
1258,亲人,叶哲泰,叶文洁,她是叶哲泰的女儿叶文洁。
1259,对立,萧炎,云山,望着那一脸森冷杀意的云山，萧炎缓缓的吐了哼口气，既然如此，只能动用底牌了啊！
1260,喜欢,萧炎,彩鳞,"到萧炎这突然间的举动，药老也是一怔。”旋即连忙去扶，然而还不待他将萧炎扶起，那彩鳞也是抱着萧潇,在萧炎身旁默默的跪下，如今的她，是萧炎的妻子，萧炎视药老如父，而她自然也是如此，不管她性格怎样冷艳与倔强，但此刻却是明白,一切都是得听男人的。"
1261,亲人,新月,天星,胶皮管连着新月的手臂，这只手臂静静地搁在床沿上，五指无力地半张着，苍白，纤弱，一动也不动。天星坐在妹妹的床前，眼睛紧盯着玻璃观察管里的水滴，那每一次无声的滴落，仿佛都打在他的心上。
1262,亲人,萧炎,萧媚,抽了抽挺翘的玉鼻，萧媚刚刚绝望的心，又是悄悄的活络了起来，抹去即将掉落的泪珠，贝齿轻咬着红唇，可怜巴巴的望着那走过来的萧炎，希望他能够帮自己一把。
1263,喜欢,萧炎,薰儿,萧炎凝视着面前俏脸流露出许些依恋的女孩，沉默了片刻，缓缓点头，他不是蛮不讲理的人，薰儿处处为他着想，他若是还执意而行的话，那也太对不起人了点。
1264,喜欢,萧炎,薰儿,随着萧炎眼神越加火热，薰儿脸颊上的羞红也是浓了许多，片刻后，突然从纳戒中取出一卷黑色卷轴，往萧炎手中一塞，就欲转身逃窜，然而萧炎眼疾手快，却是一把抓住后者那洁白如玉的皓腕，微微一扯，便是在少女低声惊呼声中，将之拉扯进入怀抱之中。
1265,对立,萧炎,萧宁,“萧炎小混蛋，一个月后，我要你满地找牙！”萧宁咬着牙，狞声道，然后带着一肚子暴怒，怒气冲冲的离开了这训练场。
1266,上下级,萧炎,药老,“老师你？”突如其来的变化，也是令得萧炎一怔，药老在此刻将所有力量灌注给自己，那不是会让对面的韩枫现什么么？
1267,喜欢,萧炎,薰儿,手臂紧紧的环着那纤细腰，萧炎低头轻嗅着薰儿泛着清香的青丝，既然她都能够在这大庭广众下，做出这等宣布着两人间关系的大胆举动，那身为男人的他，自然是没可能选择什么退缩，即使那从周围射来的炽热目光，让得他如处火炉。
1268,上下级,东方延绪,井上明,由于只是临时措施，与亚洲舰队的其他战舰一样，“自然选择”号的舰长权限交接仪式是简短和低调的，在场的只有舰长东方延绪、执行舰长章北海、第一副舰长列文和第二副舰长井上明，还有来自总参谋部的一个特别小组。
1269,上下级,萧炎,药老,"“哼，既然入我门下，自然不会寒碜到你，天阶功法，我没有！不过我倒是有种比天阶功法还要诡异的功法，你学不学？”轻哼了一声，药老浑浊的老眼中，忽然间阴谋盎然。

    “比天阶功法还要诡异？”

    心头一跳，萧炎咽了口唾沫，黑色的眸子，不经意间，悄悄炽热：“那是什么级别的功法？”"
1270,亲人,黛玉,李氏,却说黛玉同姐妹们至王夫人处，见王夫人正和兄嫂处的来使计议家务，又说姨母家遭人命官司等语。因见王夫人事情冗杂，姐妹们遂出来，至寡嫂李氏房中来了。
1271,喜欢,萧炎,萧媚,在小路上几十道目光的注视下，萧炎小脸平淡，径直走来，然后目不斜视的与欲言欲止的萧媚，搽肩而过…
1272,亲人,寡母王氏,王子腾,寡母王氏乃现任京营节度使王子腾之妹，与荣国府贾政的夫人王氏是一母所生的姊妹，今年方五十上下，只有薛蟠一子。还有一女比薛蟠小两岁，乳名宝钗，生得肌骨莹润，举止娴雅。当时他父亲在日，极爱此女，令其读书识字，较之乃兄竟高十倍。自父亲死后，见哥哥不能安慰母心，他便不以书字为念，只留心针黹家计等事，好为母亲分忧代劳。
1273,喜欢,萧炎,小医仙,自从那日小医仙因为服毒而昏迷之后，小谷中的日子，再次变得犹如以往那般悠闲而平和了起来，而且或许是因为萧炎在知道了她的身份后，依然没有与她疏远的因故，小医仙也是颇为感动，现在对待萧炎，几乎是到了无话不谈的地步。
1274,喜欢,萧炎,薰儿,萧炎一怔，有些尴尬，苦笑道：“明年就得举行成人仪式了，我能不赶紧修炼么？”抬起头，望着少女微微皱起的俏鼻，只得伸出手掌亲昵的拍了拍薰儿的小脑袋，柔声安慰道：“以后一定抽出时间陪薰儿。”
1275,喜欢,萧炎,萧媚,微微耸了耸肩，萧炎也是有些感同身受的点了点头，苦笑一声，三年前他与萧媚的关系也不算差，可至从自己被冠上废物的名头之后，他才真正看清这女人的现实程度。
1276,同级同伴,林格,斐兹罗,望远镜的负责人一直延用着林格和斐兹罗这样的组合：首席科学家来自地球，军事负责人则来自舰队。每一届组合都有着与林格和斐兹罗之间相似的争论。
1277,上下级,迎春,丫鬟,迎春姊妹三个告了坐方上来，迎春坐右手第一，探春左第二，惜春右第二。旁边丫鬟执著拂尘漱盂巾帕。李纨凤姐立于案旁布让。外间伺候的媳妇丫鬟虽多，却连一声咳嗽不闻。饭毕，各各有丫鬟用小茶盘捧上茶来。当日林家教女以惜福养身，每饭后必过片时方吃茶，不伤脾胃。今黛玉见了这里许多规矩不似家中，也只得随和著些。接了茶，又有人捧过漱盂来，黛玉也漱了口。又盥手毕，然后又捧上茶来，这方是吃的茶。
